# OpenMagneticScanner Mag-Scan output file. v0.7 
# Parameters :  x_left_init = 120.680000, x_right_init = 159.280000, y_bottom_init = 131.870000, y_top_init = 170.870000, dx = 2.000000, dy = 2.000000, z_bottom = 40.500000, z_top = 70.500000, dz = 2.000000 
X,Y,Z, Bx, By, Bz
156.680000,153.870000,40.500000,-23.618000,-3.626000,-9.996000
156.680000,151.870000,40.500000,-24.206000,-1.078000,-10.192000
156.680000,149.870000,40.500000,-24.010000,1.078000,-10.192000
156.680000,147.870000,40.500000,-22.736000,3.332000,-9.800000
156.680000,145.870000,40.500000,-21.364000,5.488000,-9.212000
156.680000,143.870000,40.500000,-19.306000,6.958000,-8.330000
156.680000,141.870000,40.500000,-17.248000,8.036000,-7.056000
156.680000,139.870000,40.500000,-15.190000,8.526000,-5.782000
156.680000,137.870000,40.500000,-12.838000,8.722000,-4.900000
156.680000,135.870000,40.500000,-11.270000,8.428000,-3.724000
156.680000,133.870000,40.500000,-9.408000,8.232000,-3.038000
156.680000,131.870000,40.500000,-7.840000,7.938000,-2.254000
154.680000,131.870000,40.500000,-8.134000,9.114000,-3.136000
152.680000,131.870000,40.500000,-8.134000,10.192000,-3.724000
150.680000,131.870000,40.500000,-7.938000,11.956000,-4.606000
148.680000,131.870000,40.500000,-7.742000,13.328000,-5.488000
146.680000,131.870000,40.500000,-6.566000,14.798000,-6.370000
144.680000,131.870000,40.500000,-5.390000,16.072000,-7.350000
142.680000,131.870000,40.500000,-3.920000,17.052000,-7.742000
140.680000,131.870000,40.500000,-2.058000,17.640000,-8.232000
138.680000,131.870000,40.500000,0.000000,17.738000,-8.134000
136.680000,131.870000,40.500000,2.156000,17.542000,-8.232000
134.680000,131.870000,40.500000,4.018000,16.954000,-7.448000
132.680000,131.870000,40.500000,5.684000,16.072000,-6.762000
130.680000,131.870000,40.500000,6.958000,14.700000,-6.076000
128.680000,131.870000,40.500000,7.840000,13.034000,-4.998000
126.680000,131.870000,40.500000,8.036000,11.760000,-4.312000
124.680000,131.870000,40.500000,8.428000,10.290000,-3.136000
122.680000,131.870000,40.500000,8.134000,8.820000,-2.450000
122.680000,133.870000,40.500000,9.506000,9.506000,-3.528000
122.680000,135.870000,40.500000,11.858000,10.094000,-4.508000
122.680000,137.870000,40.500000,13.916000,10.682000,-5.684000
122.680000,139.870000,40.500000,16.464000,10.486000,-7.252000
122.680000,141.870000,40.500000,19.012000,10.094000,-8.428000
122.680000,143.870000,40.500000,21.854000,9.016000,-10.290000
122.680000,145.870000,40.500000,24.304000,7.252000,-11.466000
122.680000,147.870000,40.500000,26.460000,5.194000,-12.642000
122.680000,149.870000,40.500000,27.832000,2.352000,-13.132000
122.680000,151.870000,40.500000,28.322000,-0.882000,-13.328000
122.680000,153.870000,40.500000,28.028000,-3.920000,-12.544000
122.680000,155.870000,40.500000,26.460000,-6.762000,-11.564000
122.680000,157.870000,40.500000,24.304000,-8.624000,-9.800000
122.680000,159.870000,40.500000,21.854000,-9.996000,-8.134000
122.680000,161.870000,40.500000,19.110000,-10.976000,-6.762000
122.680000,163.870000,40.500000,16.464000,-11.270000,-5.096000
122.680000,165.870000,40.500000,14.112000,-10.976000,-3.822000
124.680000,165.870000,40.500000,14.994000,-13.132000,-5.194000
126.680000,165.870000,40.500000,15.484000,-15.876000,-6.762000
128.680000,165.870000,40.500000,15.582000,-18.816000,-8.918000
130.680000,165.870000,40.500000,14.700000,-22.442000,-11.172000
132.680000,165.870000,40.500000,12.838000,-25.774000,-13.426000
134.680000,165.870000,40.500000,9.800000,-28.714000,-15.876000
136.680000,165.870000,40.500000,5.978000,-30.772000,-17.150000
138.680000,165.870000,40.500000,1.470000,-31.360000,-17.738000
140.680000,165.870000,40.500000,-3.332000,-30.870000,-17.738000
142.680000,165.870000,40.500000,-7.448000,-29.204000,-16.366000
144.680000,165.870000,40.500000,-10.584000,-26.754000,-14.308000
146.680000,165.870000,40.500000,-12.642000,-23.422000,-11.956000
148.680000,165.870000,40.500000,-14.210000,-19.894000,-9.898000
150.680000,165.870000,40.500000,-14.308000,-16.758000,-7.448000
152.680000,165.870000,40.500000,-13.916000,-14.112000,-6.076000
154.680000,165.870000,40.500000,-13.230000,-11.858000,-4.214000
154.680000,163.870000,40.500000,-15.582000,-11.956000,-5.978000
154.680000,161.870000,40.500000,-18.522000,-11.760000,-7.644000
154.680000,159.870000,40.500000,-21.266000,-11.172000,-9.408000
154.680000,157.870000,40.500000,-24.304000,-9.702000,-11.564000
154.680000,155.870000,40.500000,-26.362000,-7.742000,-13.034000
154.680000,153.870000,40.500000,-27.832000,-4.900000,-14.700000
154.680000,151.870000,40.500000,-28.616000,-1.764000,-15.092000
154.680000,149.870000,40.500000,-28.126000,1.470000,-15.092000
154.680000,147.870000,40.500000,-26.656000,4.802000,-14.308000
154.680000,145.870000,40.500000,-24.696000,7.056000,-13.132000
154.680000,143.870000,40.500000,-22.050000,8.918000,-11.368000
154.680000,141.870000,40.500000,-19.306000,9.996000,-9.702000
154.680000,139.870000,40.500000,-16.660000,10.584000,-8.036000
154.680000,137.870000,40.500000,-13.916000,10.584000,-6.370000
154.680000,135.870000,40.500000,-11.858000,10.192000,-5.194000
154.680000,133.870000,40.500000,-9.604000,9.702000,-3.920000
152.680000,133.870000,40.500000,-10.192000,11.466000,-5.096000
150.680000,133.870000,40.500000,-10.192000,13.230000,-6.174000
148.680000,133.870000,40.500000,-9.604000,14.896000,-7.546000
146.680000,133.870000,40.500000,-8.526000,16.758000,-8.722000
144.680000,133.870000,40.500000,-6.958000,18.326000,-9.898000
142.680000,133.870000,40.500000,-4.998000,19.698000,-10.878000
140.680000,133.870000,40.500000,-2.548000,20.580000,-11.662000
138.680000,133.870000,40.500000,0.098000,20.972000,-11.760000
136.680000,133.870000,40.500000,2.842000,20.384000,-11.368000
134.680000,133.870000,40.500000,5.292000,19.698000,-10.584000
132.680000,133.870000,40.500000,7.448000,18.522000,-9.604000
130.680000,133.870000,40.500000,8.624000,16.562000,-8.330000
128.680000,133.870000,40.500000,9.506000,14.896000,-6.958000
126.680000,133.870000,40.500000,9.996000,12.838000,-5.488000
124.680000,133.870000,40.500000,10.192000,11.270000,-4.508000
124.680000,135.870000,40.500000,12.348000,12.054000,-5.978000
124.680000,137.870000,40.500000,14.896000,12.544000,-7.644000
124.680000,139.870000,40.500000,17.836000,12.936000,-9.604000
124.680000,141.870000,40.500000,21.070000,12.642000,-11.662000
124.680000,143.870000,40.500000,24.402000,11.760000,-14.210000
124.680000,145.870000,40.500000,27.930000,9.604000,-16.660000
124.680000,147.870000,40.500000,31.066000,6.566000,-18.424000
124.680000,149.870000,40.500000,32.928000,2.646000,-19.796000
124.680000,151.870000,40.500000,33.810000,-1.372000,-19.894000
124.680000,153.870000,40.500000,32.830000,-5.586000,-18.816000
124.680000,155.870000,40.500000,30.968000,-9.114000,-17.052000
124.680000,157.870000,40.500000,27.734000,-11.564000,-14.504000
124.680000,159.870000,40.500000,24.304000,-13.230000,-11.760000
124.680000,161.870000,40.500000,21.168000,-13.818000,-9.114000
124.680000,163.870000,40.500000,17.836000,-14.014000,-7.154000
126.680000,163.870000,40.500000,18.914000,-16.954000,-9.408000
128.680000,163.870000,40.500000,19.404000,-20.678000,-12.642000
130.680000,163.870000,40.500000,18.620000,-25.088000,-16.170000
132.680000,163.870000,40.500000,16.758000,-29.204000,-20.188000
134.680000,163.870000,40.500000,12.936000,-33.026000,-24.598000
136.680000,163.870000,40.500000,7.546000,-35.182000,-27.734000
138.680000,163.870000,40.500000,1.666000,-36.064000,-28.812000
140.680000,163.870000,40.500000,-4.410000,-35.378000,-27.930000
142.680000,163.870000,40.500000,-9.898000,-33.418000,-25.284000
144.680000,163.870000,40.500000,-14.112000,-30.380000,-21.756000
146.680000,163.870000,40.500000,-16.660000,-26.264000,-17.444000
148.680000,163.870000,40.500000,-18.032000,-22.148000,-13.720000
150.680000,163.870000,40.500000,-17.836000,-18.228000,-10.584000
152.680000,163.870000,40.500000,-17.052000,-14.700000,-8.134000
152.680000,161.870000,40.500000,-20.384000,-14.896000,-10.682000
152.680000,159.870000,40.500000,-23.814000,-14.504000,-13.524000
152.680000,157.870000,40.500000,-27.440000,-12.838000,-16.268000
152.680000,155.870000,40.500000,-30.380000,-10.094000,-19.306000
152.680000,153.870000,40.500000,-32.438000,-6.664000,-21.462000
152.680000,151.870000,40.500000,-33.320000,-2.352000,-22.638000
152.680000,149.870000,40.500000,-32.634000,2.058000,-22.148000
152.680000,147.870000,40.500000,-31.262000,5.978000,-21.070000
152.680000,145.870000,40.500000,-27.930000,9.114000,-18.522000
152.680000,143.870000,40.500000,-24.794000,11.466000,-15.876000
152.680000,141.870000,40.500000,-21.070000,12.446000,-13.426000
152.680000,139.870000,40.500000,-17.934000,12.936000,-10.780000
152.680000,137.870000,40.500000,-14.896000,12.642000,-8.428000
152.680000,135.870000,40.500000,-12.250000,12.054000,-6.566000
150.680000,135.870000,40.500000,-12.348000,14.308000,-8.428000
148.680000,135.870000,40.500000,-11.858000,16.464000,-9.800000
146.680000,135.870000,40.500000,-11.074000,18.816000,-11.956000
144.680000,135.870000,40.500000,-8.918000,21.168000,-14.112000
142.680000,135.870000,40.500000,-6.664000,22.932000,-15.484000
140.680000,135.870000,40.500000,-3.332000,24.304000,-16.464000
138.680000,135.870000,40.500000,0.196000,24.598000,-16.464000
136.680000,135.870000,40.500000,3.724000,24.206000,-15.974000
134.680000,135.870000,40.500000,6.958000,22.932000,-15.092000
132.680000,135.870000,40.500000,9.506000,21.070000,-13.426000
130.680000,135.870000,40.500000,11.074000,18.816000,-11.368000
128.680000,135.870000,40.500000,12.250000,16.562000,-9.506000
126.680000,135.870000,40.500000,12.250000,14.112000,-7.644000
126.680000,137.870000,40.500000,15.484000,15.092000,-9.898000
126.680000,139.870000,40.500000,18.816000,15.680000,-12.642000
126.680000,141.870000,40.500000,22.932000,15.778000,-16.170000
126.680000,143.870000,40.500000,27.244000,14.798000,-20.090000
126.680000,145.870000,40.500000,31.458000,12.544000,-23.912000
126.680000,147.870000,40.500000,35.182000,8.428000,-27.734000
126.680000,149.870000,40.500000,37.436000,3.528000,-30.282000
126.680000,151.870000,40.500000,38.514000,-2.058000,-30.968000
126.680000,153.870000,40.500000,37.534000,-7.644000,-29.106000
126.680000,155.870000,40.500000,35.378000,-12.152000,-25.480000
126.680000,157.870000,40.500000,31.556000,-15.386000,-20.972000
126.680000,159.870000,40.500000,27.244000,-16.954000,-16.562000
126.680000,161.870000,40.500000,22.834000,-17.542000,-12.740000
128.680000,161.870000,40.500000,24.010000,-21.854000,-17.150000
130.680000,161.870000,40.500000,23.716000,-27.048000,-23.618000
132.680000,161.870000,40.500000,20.678000,-31.360000,-30.478000
134.680000,161.870000,40.500000,15.092000,-33.418000,-37.044000
136.680000,161.870000,40.500000,8.134000,-33.908000,-40.572000
138.680000,161.870000,40.500000,1.078000,-33.614000,-41.160000
140.680000,161.870000,40.500000,-5.390000,-33.516000,-40.572000
142.680000,161.870000,40.500000,-11.858000,-33.026000,-37.730000
144.680000,161.870000,40.500000,-17.542000,-31.556000,-32.340000
146.680000,161.870000,40.500000,-21.364000,-28.028000,-25.578000
148.680000,161.870000,40.500000,-22.344000,-23.128000,-19.404000
150.680000,161.870000,40.500000,-21.854000,-18.522000,-14.406000
150.680000,159.870000,40.500000,-26.068000,-18.424000,-18.914000
150.680000,157.870000,40.500000,-30.184000,-16.660000,-23.814000
150.680000,155.870000,40.500000,-33.320000,-13.426000,-28.812000
150.680000,153.870000,40.500000,-35.084000,-8.526000,-32.242000
150.680000,151.870000,40.500000,-35.868000,-3.136000,-33.810000
150.680000,149.870000,40.500000,-35.280000,2.254000,-32.830000
150.680000,147.870000,40.500000,-33.614000,7.644000,-30.870000
150.680000,145.870000,40.500000,-31.066000,11.858000,-26.656000
150.680000,143.870000,40.500000,-27.146000,14.504000,-22.050000
150.680000,141.870000,40.500000,-22.932000,15.680000,-17.738000
150.680000,139.870000,40.500000,-18.914000,15.876000,-14.014000
150.680000,137.870000,40.500000,-15.386000,15.288000,-10.878000
148.680000,137.870000,40.500000,-15.092000,18.228000,-13.426000
146.680000,137.870000,40.500000,-14.308000,21.266000,-16.464000
144.680000,137.870000,40.500000,-12.152000,24.108000,-19.306000
142.680000,137.870000,40.500000,-8.624000,26.362000,-21.952000
140.680000,137.870000,40.500000,-4.606000,28.126000,-23.618000
138.680000,137.870000,40.500000,0.196000,28.714000,-24.206000
136.680000,137.870000,40.500000,4.998000,27.930000,-23.324000
134.680000,137.870000,40.500000,9.310000,26.362000,-21.070000
132.680000,137.870000,40.500000,12.348000,23.814000,-18.326000
130.680000,137.870000,40.500000,14.504000,20.874000,-15.386000
128.680000,137.870000,40.500000,15.386000,17.836000,-12.544000
128.680000,139.870000,40.500000,19.404000,19.110000,-16.464000
128.680000,141.870000,40.500000,23.912000,19.698000,-21.560000
128.680000,143.870000,40.500000,28.518000,18.424000,-27.930000
128.680000,145.870000,40.500000,32.732000,14.798000,-35.280000
128.680000,147.870000,40.500000,34.398000,9.310000,-40.866000
128.680000,149.870000,40.500000,34.398000,3.136000,-43.610000
128.680000,151.870000,40.500000,34.594000,-3.136000,-44.100000
128.680000,153.870000,40.500000,34.986000,-8.918000,-42.728000
128.680000,155.870000,40.500000,35.378000,-15.288000,-38.710000
128.680000,157.870000,40.500000,33.320000,-19.796000,-31.262000
128.680000,159.870000,40.500000,29.204000,-22.050000,-23.716000
130.680000,159.870000,40.500000,27.734000,-26.656000,-33.418000
132.680000,159.870000,40.500000,21.854000,-27.832000,-42.042000
134.680000,159.870000,40.500000,14.994000,-28.028000,-44.002000
136.680000,159.870000,40.500000,8.624000,-29.988000,-44.492000
138.680000,159.870000,40.500000,1.372000,-31.458000,-44.884000
140.680000,159.870000,40.500000,-5.978000,-30.674000,-44.198000
142.680000,159.870000,40.500000,-12.446000,-28.518000,-43.218000
144.680000,159.870000,40.500000,-18.522000,-27.244000,-41.356000
146.680000,159.870000,40.500000,-24.304000,-26.656000,-35.182000
148.680000,159.870000,40.500000,-26.852000,-23.030000,-26.460000
148.680000,157.870000,40.500000,-29.988000,-20.188000,-34.104000
148.680000,155.870000,40.500000,-31.164000,-15.288000,-39.690000
148.680000,153.870000,40.500000,-31.360000,-9.702000,-42.336000
148.680000,151.870000,40.500000,-31.752000,-3.626000,-43.022000
148.680000,149.870000,40.500000,-31.654000,2.254000,-42.728000
148.680000,147.870000,40.500000,-31.262000,7.938000,-41.454000
148.680000,145.870000,40.500000,-30.478000,13.818000,-37.240000
148.680000,143.870000,40.500000,-27.636000,17.738000,-30.674000
148.680000,141.870000,40.500000,-23.520000,19.600000,-23.716000
148.680000,139.870000,40.500000,-19.110000,19.208000,-17.836000
146.680000,139.870000,40.500000,-18.326000,22.736000,-22.442000
144.680000,139.870000,40.500000,-15.778000,26.166000,-27.440000
142.680000,139.870000,40.500000,-11.368000,28.714000,-31.850000
140.680000,139.870000,40.500000,-5.978000,29.988000,-34.888000
138.680000,139.870000,40.500000,0.196000,30.576000,-35.672000
136.680000,139.870000,40.500000,6.566000,30.380000,-34.594000
134.680000,139.870000,40.500000,11.956000,29.204000,-30.968000
132.680000,139.870000,40.500000,16.366000,26.362000,-26.068000
130.680000,139.870000,40.500000,18.522000,22.834000,-20.874000
130.680000,141.870000,40.500000,23.128000,23.324000,-28.812000
130.680000,143.870000,40.500000,26.558000,20.972000,-38.612000
130.680000,145.870000,40.500000,26.852000,14.994000,-45.080000
130.680000,147.870000,40.500000,27.832000,9.310000,-46.844000
130.680000,149.870000,40.500000,30.282000,3.234000,-46.844000
130.680000,151.870000,40.500000,31.164000,-3.332000,-46.942000
130.680000,153.870000,40.500000,30.086000,-9.800000,-46.158000
130.680000,155.870000,40.500000,28.224000,-15.582000,-45.374000
130.680000,157.870000,40.500000,28.420000,-21.658000,-42.336000
132.680000,157.870000,40.500000,22.246000,-22.246000,-45.080000
134.680000,157.870000,40.500000,19.208000,-27.538000,-46.746000
136.680000,157.870000,40.500000,12.936000,-34.202000,-50.960000
138.680000,157.870000,40.500000,2.058000,-37.828000,-53.312000
140.680000,157.870000,40.500000,-9.506000,-35.868000,-52.038000
142.680000,157.870000,40.500000,-17.150000,-29.596000,-47.726000
144.680000,157.870000,40.500000,-20.972000,-23.814000,-44.198000
146.680000,157.870000,40.500000,-25.186000,-21.462000,-41.846000
146.680000,155.870000,40.500000,-27.048000,-16.660000,-43.806000
146.680000,153.870000,40.500000,-30.478000,-11.564000,-45.962000
146.680000,151.870000,40.500000,-32.536000,-4.018000,-47.138000
146.680000,149.870000,40.500000,-31.556000,3.136000,-47.138000
146.680000,147.870000,40.500000,-28.126000,9.310000,-45.668000
146.680000,145.870000,40.500000,-25.676000,14.014000,-44.002000
146.680000,143.870000,40.500000,-24.696000,19.306000,-39.788000
146.680000,141.870000,40.500000,-22.246000,22.932000,-30.870000
144.680000,141.870000,40.500000,-18.326000,24.892000,-37.926000
142.680000,141.870000,40.500000,-12.544000,25.382000,-42.728000
140.680000,141.870000,40.500000,-6.370000,25.774000,-44.884000
138.680000,141.870000,40.500000,0.294000,26.068000,-45.472000
136.680000,141.870000,40.500000,6.860000,25.872000,-44.982000
134.680000,141.870000,40.500000,13.426000,26.264000,-42.728000
132.680000,141.870000,40.500000,19.600000,26.166000,-36.946000
132.680000,143.870000,40.500000,20.188000,20.482000,-45.374000
132.680000,145.870000,40.500000,22.442000,16.562000,-47.138000
132.680000,147.870000,40.500000,28.420000,13.034000,-50.568000
132.680000,149.870000,40.500000,34.888000,5.880000,-54.292000
132.680000,151.870000,40.500000,37.730000,-4.116000,-55.664000
132.680000,153.870000,40.500000,34.300000,-13.916000,-52.234000
132.680000,155.870000,40.500000,27.636000,-19.404000,-47.530000
134.680000,155.870000,40.500000,28.028000,-28.126000,-56.350000
136.680000,155.870000,40.500000,20.384000,-37.436000,-69.580000
138.680000,155.870000,40.500000,3.038000,-41.650000,-76.930000
140.680000,155.870000,40.500000,-15.190000,-39.298000,-72.520000
142.680000,155.870000,40.500000,-25.872000,-31.262000,-59.878000
144.680000,155.870000,40.500000,-27.440000,-22.050000,-48.706000
144.680000,153.870000,40.500000,-35.280000,-16.366000,-55.860000
144.680000,151.870000,40.500000,-39.102000,-5.586000,-60.368000
144.680000,149.870000,40.500000,-36.652000,6.370000,-58.310000
144.680000,147.870000,40.500000,-29.498000,14.014000,-52.528000
144.680000,145.870000,40.500000,-22.736000,17.150000,-47.726000
144.680000,143.870000,40.500000,-19.208000,19.992000,-44.394000
142.680000,143.870000,40.500000,-14.014000,22.344000,-46.746000
140.680000,143.870000,40.500000,-7.742000,24.990000,-48.510000
138.680000,143.870000,40.500000,0.588000,26.166000,-49.588000
136.680000,143.870000,40.500000,8.526000,24.500000,-48.510000
134.680000,143.870000,40.500000,14.308000,21.658000,-47.138000
134.680000,145.870000,40.500000,19.600000,21.854000,-51.548000
134.680000,147.870000,40.500000,29.106000,20.188000,-62.426000
134.680000,149.870000,40.500000,37.926000,10.584000,-75.166000
134.680000,151.870000,40.500000,41.160000,-6.664000,-79.184000
134.680000,153.870000,40.500000,37.534000,-21.560000,-70.658000
136.680000,153.870000,40.500000,24.402000,-27.146000,-92.512000
138.680000,153.870000,40.500000,2.744000,-27.342000,-99.764000
140.680000,153.870000,40.500000,-17.934000,-27.244000,-94.864000
142.680000,153.870000,40.500000,-34.398000,-23.618000,-76.538000
142.680000,151.870000,40.500000,-36.946000,-7.938000,-85.456000
142.680000,149.870000,40.500000,-35.672000,9.898000,-81.340000
142.680000,147.870000,40.500000,-28.322000,21.266000,-66.542000
142.680000,145.870000,40.500000,-19.600000,23.226000,-53.018000
140.680000,145.870000,40.500000,-11.466000,29.106000,-59.388000
138.680000,145.870000,40.500000,0.882000,31.360000,-62.132000
136.680000,145.870000,40.500000,13.034000,28.224000,-58.114000
136.680000,147.870000,40.500000,20.286000,26.950000,-78.792000
136.680000,149.870000,40.500000,23.520000,11.270000,-97.314000
136.680000,151.870000,40.500000,23.422000,-8.232000,-101.528000
138.680000,151.870000,40.500000,2.058000,-8.330000,-104.762000
140.680000,151.870000,40.500000,-17.738000,-8.526000,-101.920000
140.680000,149.870000,40.500000,-18.424000,10.290000,-99.176000
140.680000,147.870000,40.500000,-17.052000,27.048000,-82.026000
138.680000,147.870000,40.500000,1.568000,28.910000,-87.318000
138.680000,149.870000,40.500000,2.058000,10.192000,-103.390000
138.680000,149.870000,42.500000,1.372000,5.586000,-70.756000
138.680000,147.870000,42.500000,1.274000,14.896000,-62.524000
140.680000,147.870000,42.500000,-9.114000,13.916000,-60.270000
140.680000,149.870000,42.500000,-10.682000,5.292000,-68.012000
140.680000,151.870000,42.500000,-10.584000,-5.684000,-70.168000
138.680000,151.870000,42.500000,1.666000,-5.978000,-72.716000
136.680000,151.870000,42.500000,14.014000,-5.292000,-68.992000
136.680000,149.870000,42.500000,13.426000,5.684000,-66.934000
136.680000,147.870000,42.500000,11.368000,13.916000,-59.094000
136.680000,145.870000,42.500000,8.820000,17.836000,-49.588000
138.680000,145.870000,42.500000,0.784000,19.012000,-51.744000
140.680000,145.870000,42.500000,-7.448000,18.228000,-50.274000
142.680000,145.870000,42.500000,-14.014000,15.876000,-46.256000
142.680000,147.870000,42.500000,-17.150000,11.956000,-53.704000
142.680000,149.870000,42.500000,-19.698000,4.312000,-59.780000
142.680000,151.870000,42.500000,-20.580000,-5.096000,-61.544000
142.680000,153.870000,42.500000,-19.110000,-14.210000,-57.624000
140.680000,153.870000,42.500000,-10.094000,-16.072000,-65.366000
138.680000,153.870000,42.500000,1.764000,-16.758000,-68.012000
136.680000,153.870000,42.500000,13.328000,-15.778000,-64.484000
134.680000,153.870000,42.500000,21.266000,-13.328000,-55.664000
134.680000,151.870000,42.500000,22.540000,-4.410000,-59.192000
134.680000,149.870000,42.500000,21.462000,4.802000,-57.722000
134.680000,147.870000,42.500000,18.522000,11.956000,-51.940000
134.680000,145.870000,42.500000,14.798000,15.778000,-45.276000
134.680000,143.870000,42.500000,11.858000,17.934000,-39.494000
136.680000,143.870000,42.500000,6.762000,19.404000,-42.140000
138.680000,143.870000,42.500000,0.588000,20.286000,-43.022000
140.680000,143.870000,42.500000,-5.880000,19.502000,-42.630000
142.680000,143.870000,42.500000,-11.368000,18.032000,-39.984000
144.680000,143.870000,42.500000,-15.680000,16.268000,-36.554000
144.680000,145.870000,42.500000,-18.032000,13.622000,-41.258000
144.680000,147.870000,42.500000,-21.070000,9.408000,-45.766000
144.680000,149.870000,42.500000,-23.716000,3.136000,-49.392000
144.680000,151.870000,42.500000,-24.500000,-4.312000,-50.568000
144.680000,153.870000,42.500000,-23.324000,-11.760000,-48.020000
144.680000,155.870000,42.500000,-20.286000,-16.660000,-43.316000
142.680000,155.870000,42.500000,-16.170000,-20.384000,-49.980000
140.680000,155.870000,42.500000,-8.722000,-23.226000,-55.664000
138.680000,155.870000,42.500000,1.666000,-23.912000,-57.918000
136.680000,155.870000,42.500000,11.466000,-22.442000,-54.782000
134.680000,155.870000,42.500000,18.522000,-19.012000,-48.608000
132.680000,155.870000,42.500000,21.364000,-15.582000,-42.434000
132.680000,153.870000,42.500000,24.304000,-10.388000,-46.060000
132.680000,151.870000,42.500000,25.578000,-3.626000,-48.314000
132.680000,149.870000,42.500000,24.402000,3.724000,-47.432000
132.680000,147.870000,42.500000,21.658000,9.408000,-44.394000
132.680000,145.870000,42.500000,18.620000,13.328000,-40.572000
132.680000,143.870000,42.500000,16.268000,16.562000,-36.064000
132.680000,141.870000,42.500000,14.602000,18.816000,-30.184000
134.680000,141.870000,42.500000,10.388000,19.992000,-33.712000
136.680000,141.870000,42.500000,5.684000,20.874000,-35.966000
138.680000,141.870000,42.500000,0.588000,20.972000,-36.652000
140.680000,141.870000,42.500000,-4.900000,20.776000,-36.064000
142.680000,141.870000,42.500000,-9.604000,19.698000,-34.006000
144.680000,141.870000,42.500000,-13.720000,18.522000,-30.968000
146.680000,141.870000,42.500000,-16.464000,16.758000,-26.754000
146.680000,143.870000,42.500000,-18.816000,14.700000,-32.046000
146.680000,145.870000,42.500000,-20.776000,11.466000,-36.260000
146.680000,147.870000,42.500000,-22.932000,7.252000,-39.102000
146.680000,149.870000,42.500000,-24.794000,2.352000,-41.258000
146.680000,151.870000,42.500000,-25.186000,-3.626000,-41.846000
146.680000,153.870000,42.500000,-24.304000,-9.212000,-40.180000
146.680000,155.870000,42.500000,-22.344000,-13.720000,-37.436000
146.680000,157.870000,42.500000,-20.286000,-17.542000,-33.614000
144.680000,157.870000,42.500000,-17.150000,-19.796000,-38.122000
142.680000,157.870000,42.500000,-12.838000,-22.540000,-42.238000
